"uf" "municipio" "populacao" "total_despesas" "despesas_legislativas" "despesas_administrativas" "despesas_seguranca" "despesas_assis_social" "despesas_saude"
"538" "MG" "Pedra do Anta" 3361 8569439.8 433451.25 979025.12 0 347277.79 2537239.38
"539" "MG" "Pedra do Indaia" 3885 12240181.9 181095 2122601.48 17648.72 57052.13 2420161.06
"540" "MG" "Pedra Dourada" 2247 10105074.1 351753.72 1539437.84 28026.54 600398.21 2233170.34
"541" "MG" "Pedralva" 11386 15534652.86 377283.45 1302010.18 58285.22 713352.67 4334339.61
"542" "MG" "Pedras de Maria da Cruz" 10534 14840729.76 728268 2519550.76 0 706619 3542713
"543" "MG" "Pedro Leopoldo" 59670 131817787.98 3928859.29 21198694.61 666138.67 2868909.12 35365695.96
"544" "MG" "Pedro Teixeira" 1785 7384735.13 398428.28 985676.98 26926.91 258788.13 1873207.83
"545" "MG" "Pequeri" 3188 9473355.19 383180.64 1162181.04 0 758595.31 2823886.78
"546" "MG" "Pequi" 4131 11323168.09 500782.66 1344767.21 28184.36 333223.7 3193164.11
"547" "MG" "Perdigao" 9396 14699730.86 338938.28 1951856 42816.09 512749.39 3163896.99
"548" "MG" "Perdizes" 14713 37322130.98 1654048.03 5110929.52 0 2026682.72 7874632.11
"549" "MG" "Perdoes" 20292 32328396.12 1127005.28 4512642.35 9050.43 616273.91 8476740.73
"550" "MG" "Periquito" 6975 15315958.6 549313.66 2728772.92 372487.49 541200.71 3079613.01
"551" "MG" "Pescador" 4142 10062535.58 496471.79 1926726.72 3530 499457.2 2917100.85
"552" "MG" "Piau" 2816 9600593.44 472950.15 1095744.51 0 274745.01 2045990.09
"553" "MG" "Piedade de Caratinga" 7377 12923342.96 534336.99 2205551.34 21922.33 524637.5 4330713.61
"554" "MG" "Piedade de Ponte Nova" 4067 12071858.79 370024.48 1380137.22 0 921916.44 2704606.77
"555" "MG" "Piedade do Rio Grande" 4656 13136607.09 364527.32 2251876.59 24184.87 290456.24 3140352.98
"556" "MG" "Piedade dos Gerais" 4696 11305390.93 474473.41 1489955.68 0 380262.15 2867199.35
"557" "MG" "Pimenta" 8299 16891223 630127 2843707 21942 413102 4181679
"558" "MG" "Pingo-d'Agua" 4511 12139828.19 357353.29 2039289.88 13984.33 733995.85 2709995.27
"559" "MG" "Pintopolis" 7251 12424812.35 547903.58 2067812.49 12533.26 477566.28 3201967.87
"560" "MG" "Piracema" 6391 11848289.64 545805.9 1271281.94 34916.68 307410.16 3217184.04
"561" "MG" "Pirajuba" 4946 17955517.53 736140.02 2828903.26 0 784208.24 3432384.82
"562" "MG" "Piranga" 17266 24791467.24 1087894.05 2986217.91 0 604204.85 6882965.89
"563" "MG" "Pirangucu" 5254 10144798.06 329966.26 1798682.59 0 438720.66 2175151.21
"564" "MG" "Piranguinho" 8110 13604394.64 326305.27 1894230.86 52114.06 548095.64 3345756.21
"565" "MG" "Pirapetinga" 10414 20624950.7 1049815.1 2732045.4 0 506743.27 6183944.03
"566" "MG" "Pirapora" 53832 112628760.39 3364108.96 11609759.44 1682.99 4199477.23 30905428.95
"567" "MG" "Pirauba" 10821 15684688.3 689511.6 2192467.01 19536.7 774979.79 3949098.93
"568" "MG" "Pitangui" 25771 29872769.19 1390009.25 2126302.38 58538.05 944211.47 7705374.56
"569" "MG" "Piumhi" 32352 54068174 1625798 3678806 119793 2191009 13424090
"570" "MG" "Planura" 10700 24334012.54 1006052.03 3917562.89 129250.81 944265.16 5996981.1
"571" "MG" "Poco Fundo" 16082 18481957.43 478007.82 1785310.88 88620.56 561448.56 5132039.55
"572" "MG" "Pocos de Caldas" 154974 411295000.07 5380531.92 57371300.39 2565.7 11353153.92 149500296.02
"573" "MG" "Pocrane" 8856 10249512.28 0 1252824.67 2633.99 264964.87 3074706.23
"574" "MG" "Pompeu" 29561 47862646.95 1005179.26 4874441.87 0 2169934.39 13111190.44
"575" "MG" "Ponte Nova" 57706 117170140.78 2665892.88 10912721.61 488166.5 4338416.63 45569218.36
"576" "MG" "Ponto Chique" 4014 11288528.59 535505.31 1356419.63 26693.24 542035.7 2509207.3
"577" "MG" "Ponto dos Volantes" 11469 22756795.78 667693.98 1545526.41 45462.24 1130114.15 5335035.14
"578" "MG" "Porteirinha" 37588 46029794.92 1046215.57 3272332.95 0 2079933.37 10654208.82
"579" "MG" "Porto Firme" 10560 13427086.99 406370.81 1106528.89 0 174219.33 4407304.29
"580" "MG" "Pote" 15801 22983792.49 770369.17 1096734.07 40696.64 852822.27 6207638.78
"581" "MG" "Pouso Alegre" 134215 216250530.5 2902903.6 53550217.18 0 6122001.65 39597750.85
"582" "MG" "Pouso Alto" 6145 13220371.66 526917.78 3094540.59 0 300557.21 3040067
"583" "MG" "Prados" 8495 12632256.47 0 2427564.53 52873.93 556501.92 2728951.49
"584" "MG" "Prata" 26139 47501181.67 2135086.93 4925150.88 100208.43 1293613.97 11933210.48
"585" "MG" "Pratapolis" 8746 17688081.14 514621.27 3890659.07 22892.94 459296.99 5374546.51
"586" "MG" "Pratinha" 3323 11499164.2 171492.62 2729894.92 0 218510.42 2591397.81
"587" "MG" "Presidente Bernardes" 5491 10975509.47 0 2006878.42 0 126189.75 4586505.42
"588" "MG" "Presidente Juscelino" 3846 10291886.43 351353.8 1719648.03 0 944467.98 2241154.12
"589" "MG" "Presidente Kubitschek" 2961 9348129.06 202982.55 1256719.13 17352.37 344519.9 2417148.47
"590" "MG" "Presidente Olegario" 18698 38830492.62 1163177.85 2699995.87 112299.29 1169266.34 8058536.09
"591" "MG" "Prudente de Morais" 9776 15759252.88 675535.82 2495273.02 0 959413.44 3658678.11
"592" "MG" "Quartel Geral" 3346 12098698.43 378120.61 1314963.46 0 629907.44 2006296.86
"593" "MG" "Queluzito" 1872 8292788.01 337430.07 1593790.02 0 320259.08 2129957.95
"594" "MG" "Raposos" 15502 21879943.28 832360.52 2956490.1 0 891484.59 5746992.32
"595" "MG" "Raul Soares" 23748 33199805.83 957624.26 5014142.19 53330.25 1513620.36 7525776.39
"596" "MG" "Recreio" 10316 17804179.87 645955.61 2555973.56 11226.1 531091.25 3875200.36
"597" "MG" "Reduto" 6667 11017089.95 522368.55 1142828.78 12820.41 325561.34 2353232.07
"598" "MG" "Resende Costa" 11001 15011734.9 390860.48 2699105.43 0 845293.68 2970373.01
"599" "MG" "Resplendor" 17107 28607274.52 579835.66 4383900.19 80283.97 732998.47 6199794.58
"600" "MG" "Ressaquinha" 4735 12554723.32 454019.92 1404190.7 0 412514.19 2831141.5
"601" "MG" "Riachinho" 8013 12487224.94 511201.58 1481355.61 40717.2 456627.34 3518328.13
"602" "MG" "Riacho dos Machados" 9361 16302300.67 597361.56 1749406.41 0 554594.38 3451458.98
"603" "MG" "Ribeirao das Neves" 303029 306671476.01 7734594.33 36675136.81 77163.49 10064464.05 111523258.68
"604" "MG" "Ribeirao Vermelho" 3857 8975613.16 0 1527723.66 6458.5 487199.61 2816749.59
"605" "MG" "Rio Acima" 9307 43436326.48 1645786.72 4966201.53 1171438.57 2026119.02 8809012.97
"606" "MG" "Rio Casca" 14042 24681010 739725 4141361 109723 2138355 4443532
"607" "MG" "Rio do Prado" 5191 10048661.81 543524.33 1683666.18 21781.58 355892.78 2918896.96
"608" "MG" "Rio Doce" 2488 10291015.14 327983.92 1723157.32 36203.98 561955.34 2015437.87
"609" "MG" "Rio Espera" 5939 7458158.66 367444.25 943811.01 0 147824.53 2000837.97
"610" "MG" "Rio Manso" 5372 11808787.31 560813.71 1707506.15 0 475283.68 2729052.41
"611" "MG" "Rio Novo" 8737 12748312.13 415408.51 1533476.29 0 334660.24 3717838.57
"612" "MG" "Rio Paranaiba" 11939 32982856 1000958 5303382 0 1612807 6999822
"613" "MG" "Rio Pardo de Minas" 29381 39735096.07 1404066.82 2699064.94 19027.49 1651727.95 9807336.58
"614" "MG" "Rio Piracicaba" 14151 27176733.31 998091.61 4149834.43 0 1509453.18 5309239.26
"615" "MG" "Rio Pomba" 17224 21181923.97 0 2332713.79 0 711447.47 5056618.76
"616" "MG" "Rio Vermelho" 13455 19220577.07 736194.08 1279712.69 56464.21 869743.57 5093991.24
"617" "MG" "Ritapolis" 4850 8768295 310452 1727439 0 197485 1981414
"618" "MG" "Rodeiro" 7093 12913589.1 382725.4 2068778.95 29755.38 522308.04 2834994.6
"619" "MG" "Romaria" 3575 12739883.48 697530.15 2800274.04 0 511364.68 2695133.79
"620" "MG" "Rosario da Limeira" 4305 11333370.6 433338.36 1538617.55 0 592633.86 2591459.52
"621" "MG" "Rubelita" 7406 11056100.97 537126.86 1492627.37 2410 575772.46 2532982.56
"622" "MG" "Rubim" 9958 16981522.79 454151.67 1885506.51 19303.07 710767.82 3274623.14
"623" "MG" "Sabara" 127897 169698567.14 5275464.14 38858959.53 428423.19 3460125.25 37646429.56
"624" "MG" "Sabinopolis" 15619 20811410.93 816570.76 3332976.72 0 675265.88 5690509.1
"625" "MG" "Sacramento" 24283 74726239.09 2783047.18 14932554 119697.51 2954428.93 15439452.76
"626" "MG" "Salinas" 39550 52098173.61 1377428.97 4935013.19 65642.83 1968769.43 18323384.83
"627" "MG" "Salto da Divisa" 6872 16254298.25 797774.68 1779793.22 59508.39 695995.5 4990938.03
"628" "MG" "Santa Barbara" 28435 66567595.31 2224711.59 7257993.77 0 368057.92 13251083.75
"629" "MG" "Santa Barbara do Leste" 7754 13134791.58 567678.53 1814321.69 16430.66 544950.51 2831515.1
"630" "MG" "Santa Barbara do Monte Verde" 2852 9853781.52 346496.58 1880104.96 9236.48 144770.1 2429454.28
"631" "MG" "Santa Barbara do Tugurio" 4532 10592537.54 348668.38 1004639.97 1748.07 435609.65 2434330.08
"632" "MG" "Santa Cruz de Minas" 7990 9634663.05 256819.5 1261839.86 0 1386507.91 2070067.21
"633" "MG" "Santa Cruz de Salinas" 4336 11164567.27 433192.82 1428096.41 0 429252.04 2515902.57
"634" "MG" "Santa Cruz do Escalvado" 4934 13940985.83 322262.94 1185699.44 0 441335.93 3297642.9
"635" "MG" "Santa Efigenia de Minas" 4552 9763762.83 411724.58 2238287.49 0 636939.56 2234151.7
"636" "MG" "Santa Fe de Minas" 3935 12101831.63 547604.42 1545628.69 0 367020.88 2724061.52
"637" "MG" "Santa Helena de Minas" 6101 11352608.39 0 2082787.78 21971.06 658320.83 2725746.4
"638" "MG" "Santa Juliana" 11830 27840844.4 938719.74 3440525 108197.43 959844.4 7334455.61
"639" "MG" "Santa Luzia" 205666 257421629.97 0 26658252.88 6077623.35 3799497.03 85382715.99
"640" "MG" "Santa Margarida" 15207 23225713.88 725749.53 3382319.35 106584.73 764332.54 7977387.72
"641" "MG" "Santa Maria de Itabira" 10584 20446743.8 494870.14 2054820.06 119623.71 552497.3 4499245.97
"642" "MG" "Santa Maria do Suacui" 14402 21331775.83 884847.85 2696014.1 32180.49 504724.26 4420917.79
"643" "MG" "Santa Rita de Caldas" 8990 15416722.1 430440.68 2160366.79 0 458138.88 3910737.24
"644" "MG" "Santa Rita de Ibitipoca" 3544 7978343.93 310602.82 762803.99 12062.92 170575.11 2583892.21
"645" "MG" "Santa Rita de Jacutinga" 4960 10921250.4 387491.87 1160213.22 0 242342.74 2424135.06
"646" "MG" "Santa Rita de Minas" 6661 11931489.63 641161.1 5315190.6 31417 260724.11 1623329.49
"647" "MG" "Santa Rita do Sapucai" 38734 53447701.52 811817.09 7816993.82 1591552.97 1557510.94 11958217.19
"648" "MG" "Santa Rosa da Serra" 3241 10092078.41 331678.02 1604483.11 49219.32 581963.96 2234808.68
"649" "MG" "Santa Vitoria" 18406 79354266.82 3332425.31 23675877.86 0 2608160.19 16829215.6
"650" "MG" "Santana da Vargem" 7188 13904223.08 515791.26 3437183.27 51043.51 801243.33 3344170.3
"651" "MG" "Santana de Cataguases" 3662 10234441.33 498648.96 1076011.87 0 585488 2514792.91
"652" "MG" "Santana de Pirapama" 7918 12525991.3 543408.86 1360411.75 41323.16 272541.26 3211288.86
"653" "MG" "Santana do Deserto" 3873 10514515.6 367102.83 995941.28 0 347630.33 2389640.26
"654" "MG" "Santana do Garambeu" 2273 8558327.85 342275.69 1270866.45 16083.42 351290.92 2504157.17
"655" "MG" "Santana do Manhuacu" 8579 14363940.85 601245.05 1273454.73 18090.3 902658.17 4459187.21
"656" "MG" "Santana do Paraiso" 28641 41349682.18 1781174.32 8512519.18 182851.22 778260.29 8933504.53
"657" "MG" "Santana do Riacho" 4066 10761045.17 407666.56 1496206.44 61756.78 269567.06 2046163.74
"658" "MG" "Santana dos Montes" 3804 8793389.78 515272.92 1057356.86 17639.93 276125.79 2105249.84
"659" "MG" "Santo Antonio do Amparo" 17532 28271026.95 937073.77 2122506.81 88831.51 893623.22 10444445.89
"660" "MG" "Santo Antonio do Aventureiro" 3542 9723276.33 466950.14 1229231.03 0 338539.89 1949884.43
"661" "MG" "Santo Antonio do Grama" 4041 14203594.26 548287.24 1640843.66 15625.52 543770.99 3190846.69
"662" "MG" "Santo Antonio do Itambe" 4067 9675899.39 532258.56 1336239.79 18984.04 850777.77 2090937.37
"663" "MG" "Santo Antonio do Jacinto" 11720 19986948.24 736831.09 3518327.16 16601.43 622395.71 4520673.59
"664" "MG" "Santo Antonio do Monte" 26353 42136458.74 393761.92 5363377.45 76906.75 823538.23 13795498.72
"665" "MG" "Santo Antonio do Retiro" 7001 13379896.51 523722.16 1031316.85 0 358590.38 3076116.96
"666" "MG" "Santo Antonio do Rio Abaixo" 1771 8207188.36 350302.82 2042916.85 23299.16 252963.42 2228807.85
"667" "MG" "Santo Hipolito" 3201 9281171.68 422034.35 2399230.82 0 481881.99 2175453.59
"668" "MG" "Santos Dumont" 46208 52792126.08 1464389.59 5548678.52 93111.64 1199586.54 16051717.33
"669" "MG" "Sao Bento Abade" 4704 11655821.79 497757.38 1759286.37 0 586380.9 2926672.86
"670" "MG" "Sao Bras do Suacui" 3548 11456173.41 449540.76 1417246.94 0 483095.2 1926629.58
"671" "MG" "Sao Domingos das Dores" 5441 11338916.38 432281.2 1837578.45 21761.75 486786.26 3100329.61
"672" "MG" "Sao Domingos do Prata" 17314 25481773.52 491980.28 2459776.49 0 826739.53 6180999.27
"673" "MG" "Sao Felix de Minas" 3372 12076528.17 447997.87 1544632.37 4637.32 207498.55 2680270.52
"674" "MG" "Sao Francisco" 54180 68641532.8 1519424.82 5848650.4 65373.36 3474718.14 18982706.64
"675" "MG" "Sao Francisco de Paula" 6476 10662203.43 446099.1 1573481.33 24125.03 372421.3 3170061.95
"676" "MG" "Sao Francisco de Sales" 5852 22190389.44 658411.29 3339080.44 78280.36 343751.28 4261114.06
"677" "MG" "Sao Francisco do Gloria" 5100 10416237.55 528700 1726534.72 62377.68 382128.52 2675785.31
"678" "MG" "Sao Geraldo" 10648 12907501.48 0 2285880.34 0 351785.71 3456396.46
"679" "MG" "Sao Geraldo da Piedade" 4295 10390121.49 342930.57 921365.4 15375.11 428405.73 2384618.34
"680" "MG" "Sao Geraldo do Baixio" 3580 10019309.19 465743.88 1261011.13 0 436924.06 2177335.4
"681" "MG" "Sao Goncalo do Abaete" 6390 18339815.53 727548.27 2247959.43 0 1241328.04 3351001.07
"682" "MG" "Sao Goncalo do Para" 10765 18449836.77 539551.72 4033780.2 114530.41 421762.16 5153206.41
"683" "MG" "Sao Goncalo do Rio Abaixo" 9976 172578283.45 2109786.58 30970889.57 82935.67 11424443.16 21367901.14
"684" "MG" "Sao Goncalo do Rio Preto" 3071 9064623.79 407568.55 1266960.22 12465.18 377099.46 2136384.69
"685" "MG" "Sao Goncalo do Sapucai" 24148 30714676.21 1539670.43 2714108.15 39555.9 1542824.82 8432758.46
"686" "MG" "Sao Gotardo" 32452 45288089.4 1489839.91 7198049.09 262057.33 1693276.85 11632974.39
"687" "MG" "Sao Joao Batista do Gloria" 6981 23347499.84 567212.07 3701420.7 0 897471.68 6255958.36
"688" "MG" "Sao Joao da Lagoa" 4695 10079590.64 523385.45 1299086.68 76787.42 832274.49 2105492.78
"689" "MG" "Sao Joao da Mata" 2728 8250704 304247.01 1107278.58 41688.89 484824.99 2171979.3
"690" "MG" "Sao Joao da Ponte" 25257 17608116 515600 4230560 0 1197401 6324555
"691" "MG" "Sao Joao das Missoes" 11940 16447257.57 686309.14 1884509.8 0 903333.81 3575018.41
"692" "MG" "Sao Joao del Rei" 85353 135384015.59 1451456.5 19347202.64 0 4237185.36 48907833.68
"693" "MG" "Sao Joao do Manhuacu" 10476 16798216.21 602002.1 2686133.16 34803.09 674604.32 4777099.51
"694" "MG" "Sao Joao do Oriente" 7781 10023428.06 419044.74 1558468.5 32980.27 393747.24 2810193.96
"695" "MG" "Sao Joao do Pacui" 4120 9889316.7 513252.57 1348726.45 0 250056.55 1907452.24
"696" "MG" "Sao Joao do Paraiso" 22517 33620789.01 1220207.57 3471014.18 0 1813504.76 9223484.39
"697" "MG" "Sao Joao Evangelista" 15558 28088990.78 832295.28 4620015.14 24477.74 970579.17 8206245.4
"698" "MG" "Sao Joao Nepomuceno" 25249 33988177.76 1115539.53 2825933.98 42323.9 747608.63 8665505.87
"699" "MG" "Sao Joaquim de Bicas" 26653 44570442.18 1588018.21 6819103.33 39841.04 1427278.26 10507698.21
"700" "MG" "Sao Jose da Barra" 6888 19847639.12 753615.22 2937957.48 42709.77 707272.32 6563325.42
"701" "MG" "Sao Jose da Lapa" 20524 38109831.9 1739258.98 4056040.34 0 506559.16 10055954.93
"702" "MG" "Sao Jose da Safira" 4103 10092075.93 504833.59 1215168.03 6449.36 317089.1 2579251.68
"703" "MG" "Sao Jose da Varginha" 4345 11984479.69 551974.23 1996864.22 0 324034.34 2107081.24
"704" "MG" "Sao Jose do Alegre" 4026 8810088.68 369113.41 1541131.89 38127.23 155382.31 1439729.49
"705" "MG" "Sao Jose do Divino" 3830 9060097.25 336887.78 1053653.78 7006.95 395136.7 2421881.93
"706" "MG" "Sao Jose do Goiabal" 5580 12983087.55 210474.36 3045404.84 62088.05 313049.69 3058898.84
"707" "MG" "Sao Jose do Jacuri" 6518 11243691.96 458927.13 1343290.42 500 337077.9 2895535.71
"708" "MG" "Sao Jose do Mantimento" 2625 8401740.43 385979.69 685332.5 29548.95 251171.42 2007863.55
"709" "MG" "Sao Lourenco" 42372 73448534.58 2755392.39 10154395.22 0 1595067.09 17132235.63
"710" "MG" "Sao Miguel do Anta" 6778 11609909.07 392845.48 1323740.39 0 707922.31 3123067.7
"711" "MG" "Sao Pedro da Uniao" 4953 14330581.37 334936.82 1649044.76 0 443387.36 3984690.22
"712" "MG" "Sao Pedro do Suacui" 5493 13770506.09 427570.73 1071140.73 20560.23 429414.09 3851585.73
"713" "MG" "Sao Roque de Minas" 6741 14619457.89 788341.66 1528997.03 14135.91 567461.21 3482506.39
"714" "MG" "Sao Sebastiao da Bela Vista" 5045 11305287.58 462941.89 1586071 0 278671.53 2808180.87
"715" "MG" "Sao Sebastiao da Vargem Alegre" 2832 11565517 429844.75 1924806.54 23709.88 609924.9 2734189.24
"716" "MG" "Sao Sebastiao do Anta" 5884 12662751.34 534936.77 2156725.01 9220.61 503721.19 3011156.43
"717" "MG" "Sao Sebastiao do Maranhao" 10503 14382143.58 680039.6 1725065.53 6576.6 683346.65 3525384.92
"718" "MG" "Sao Sebastiao do Oeste" 5980 15634305.2 487896.81 2376032.23 0 794312.22 3609466.3
"719" "MG" "Sao Sebastiao do Paraiso" 65984 112488840.19 2420727.27 10297435.97 3327967.19 1915164.99 38955962.01
"720" "MG" "Sao Sebastiao do Rio Verde" 2131 8029496.81 389151.41 1009335.25 13853.48 151892.59 2160275.02
"721" "MG" "Sao Thome das Letras" 6724 12773670.41 453388.95 1557620.24 66512.24 776212.08 2966278.37
"722" "MG" "Sao Tiago" 10609 15162100.81 330589.56 2693782.87 27531.96 404731.59 4537266.26
"723" "MG" "Sao Tomas de Aquino" 7062 14406981.09 432735.56 1715746.78 0 401077.63 4273622.28
"724" "MG" "Sao Vicente de Minas" 7136 14123072.38 459851.75 1115797.87 0 370984.53 3627941.65
"725" "MG" "Sapucai-Mirim" 6360 11468220.03 354616.29 1860772.08 0 131621.01 2090528.44
"726" "MG" "Sardoa" 5718 11678777.05 418750.4 1201588.24 30396.41 544154.35 3023952.97
"727" "MG" "Sarzedo" 27104 69331440.74 1791573.29 8138816.13 185861.35 1991748.59 19916502.02
"728" "MG" "Sem-Peixe" 2799 11215911.32 423732.49 1629985.07 21811.84 411582.73 2475386.05
"729" "MG" "Senador Amaral" 5233 12822648.26 394893.11 3484627.68 21993.08 550450.74 2765667.95
"730" "MG" "Senador Cortes" 1987 9197137.57 385707.7 1062105.75 0 367999.07 1628280.38
"731" "MG" "Senador Firmino" 7326 12275779.46 401981.96 716648.24 17758.18 489111.57 2555617.01
"732" "MG" "Senador Jose Bento" 1793 9476649.95 394568.67 1475328.87 88245.12 423222.01 2095063.78
"733" "MG" "Senador Modestino Goncalves" 4481 11069632.27 341623.95 688687.43 20707.68 510337.26 2751620.98
"734" "MG" "Senhora de Oliveira" 5690 10882746.53 315864.28 1172607.6 0 255480.58 2875542.74
"735" "MG" "Senhora do Porto" 3494 9804994.39 523977.3 1240659.82 15445.24 493296.3 2326734.23
"736" "MG" "Senhora dos Remedios" 10222 13023007.28 488577.87 1560117.88 0 344919 4092395.61
"737" "MG" "Sericita" 7149 11303531.91 548679.85 1377173.05 20578.03 316407.51 2837130.85
"738" "MG" "Seritinga" 1797 7767893.68 300849.7 1218287.75 0 185941.69 1987760.06
"739" "MG" "Serra Azul de Minas" 4224 9454414.31 461626.57 1028846.86 23221.16 258073.67 2390523.26
"740" "MG" "Serra da Saudade" 807 8633422.55 351801.98 1281133.1 0 164060.06 1729353.49
"741" "MG" "Serra do Salitre" 10725 22585218.77 1022783.13 4117602.5 0 542632.99 5603644.06
"742" "MG" "Serra dos Aimores" 8447 13081702.64 715309.23 3041886.35 5421.23 628776.55 3562368.69
"743" "MG" "Serrania" 7548 14413179.53 537912.38 1357551.32 333790.87 534267.93 3797356.41
"744" "MG" "Serranos" 1984 6749184.23 0 1027298.8 0 431777.69 1981940.47
"745" "MG" "Serro" 20809 28781429.93 633180.78 1555292.03 25715.47 1202568.27 8278226.22
"746" "MG" "Sete Lagoas" 218574 482741420.97 15819371.35 71489572.48 0 11447524.82 164816083.09
"747" "MG" "Setubinha" 11126 15714642.42 513985.5 1219958.42 14060.62 571808.47 3743033.08
"748" "MG" "Silveirania" 2201 7673946.8 301633.91 862942.89 0 397798 1852423.64
"749" "MG" "Silvianopolis" 6053 12139239.9 363799.29 1210362.54 61958.64 243396.49 2567536.32
"750" "MG" "Simao Pereira" 2546 11338397.97 558502.85 1672794.46 13235.75 306771.57 2544266.3
"751" "MG" "Simonesia" 18513 25417247.36 774177.19 2195509.87 759120.44 878891.95 7979840.01
"752" "MG" "Sobralia" 5762 9310766.94 94700.4 1015084.76 0 493298.34 1887474.96
"753" "MG" "Soledade de Minas" 5755 9997476.3 0 1114263.29 35023.88 229428.5 2456175.38
"754" "MG" "Tabuleiro" 4005 8670141.77 356101.27 1556266.74 0 341523.26 2230961.48
"755" "MG" "Taiobeiras" 31457 60439167.07 999973.05 4081115.99 0 1639191.54 15382443.3
"756" "MG" "Taparuba" 3124 9350616.1 190249.2 2084252.17 16416.62 462303.84 2482696.95
"757" "MG" "Tapira" 4231 27519173.1 1036947.38 5444003.06 23909.89 1412527.65 4183921.08
"758" "MG" "Tapirai" 1869 7179043.16 0 1863010.15 0 56150.27 1504784.63
"759" "MG" "Taquaracu de Minas" 3840 12674831.17 525158.37 2012204.34 0 416154.53 2990822.84
"760" "MG" "Tarumirim" 14264 18581319.07 883336.66 3980448.13 47159.77 401345.75 4729728.34
"761" "MG" "Teixeiras" 11387 16359039.15 533458.81 1703665.24 0 348474.03 4591044.75
"762" "MG" "Teofilo Otoni" 135549 192200152.24 4833012.78 13389591.04 0 6006199.55 86654420.27
"763" "MG" "Timoteo" 82718 146446203.49 7489097.34 31402382.24 540000 4271611.2 35238508.49
"764" "MG" "Tiradentes" 7143 14392149.6 291784.4 2059224.09 59558.83 704758.63 3691338.32
"765" "MG" "Tiros" 6806 13306870.34 428729.95 2072114.35 48982.09 185838.25 3422216.68
"766" "MG" "Tocantins" 15947 19766363.82 705523.01 2376002.45 50017.14 634559.97 4346439.12
"767" "MG" "Tocos do Moji" 3970 9282965.41 222962.43 2057046.31 0 255457.13 2050818.22
"768" "MG" "Toledo" 5846 12563000.06 89676 1425119.53 34457.06 329614.46 2673340.39
"769" "MG" "Tombos" 9218 17748345.51 561725.1 1297918.26 44746.26 327699.4 5906150.58
"770" "MG" "Tres Coracoes" 73894 112632093.86 3960264.93 17771832.6 297663.96 2115812.97 23544786.49
"771" "MG" "Tres Marias" 29036 63782973.13 2542029.02 10657760.86 0 7285259.71 14697037.42
"772" "MG" "Tres Pontas" 54289 77403975.45 1293221.98 9202438.93 620366.52 2165905.79 26481706.45
"773" "MG" "Tumiritinga" 6363 16672501.14 484509.07 2564475.03 4642.22 504570.01 2920415.96
"774" "MG" "Tupaciguara" 24350 66058627.98 1524874.49 12269459.38 0 1829733.5 11903385.23
"775" "MG" "Turmalina" 18383 29684168.78 1158259.94 3290628.91 99058.34 1077641.52 7556484.46
"776" "MG" "Turvolandia" 4721 10697375.28 422592 1202957.19 29105.4 524452.03 2355982.25
"777" "MG" "Uba" 104004 109309335.35 2350572.38 26213303.06 56212.34 4648616.46 21005331.38
"778" "MG" "Ubai" 11818 16765901.5 722224.96 1307910.7 0 282031.94 3983837.3
"779" "MG" "Ubaporanga" 12095 16127631.2 587985.52 3435796.72 28965.01 685865.43 4266320.53
"780" "MG" "Uberaba" 302623 666251558.59 19135915.93 96730001.49 504956.93 20785936.33 154477756.1
"781" "MG" "Uberlandia" 619536 1308373532 24731905 146100540 11952234 27859342 386967734
"782" "MG" "Umburatiba" 2680 8776375.9 388430.59 1701765.48 38334.41 362560.35 2156099.25
"783" "MG" "Unai" 78703 133444127.01 4918650.26 10826037.45 42315.08 5383660.95 34877965.04
"784" "MG" "Uniao de Minas" 4385 13512145.18 808342.57 3139171.07 0 787738.18 2522299.68
"785" "MG" "Uruana de Minas" 3231 13167363.37 559176.99 1472208.35 36863.69 713734.98 2819189.04
"786" "MG" "Urucania" 10279 18315732.27 617842.98 1699289.79 102697.31 1166041.46 4745583.12
"787" "MG" "Urucuia" 14207 22123684.65 0 2728429.04 17844.31 626325.23 5089708.22
"788" "MG" "Vargem Alegre" 6449 13247503.6 501178.13 4619268.38 0 694421.2 2111923.41
"789" "MG" "Vargem Bonita" 2156 9699698.82 471061.07 1240677.67 0 511303.1 2076590.27
"790" "MG" "Vargem Grande do Rio Pardo" 4775 12557135.14 491955.5 1815186.36 14516.71 449572.79 3148771.51
"791" "MG" "Varginha" 125208 229183129.36 3254345.34 27358900.11 3590607.28 10947103.69 85025151.44
"792" "MG" "Varjao de Minas" 6259 12958711.74 557390.42 1731329.52 0 326501.05 3495653.38
"793" "MG" "Varzea da Palma" 36439 56772446.14 2155355.04 11158742.62 51500.37 1926171.48 15447056.84
"794" "MG" "Varzelandia" 19108 26359906.99 787845.36 2418748.79 40762.77 830572.08 6590589.7
"795" "MG" "Vazante" 19844 43025373 1746847 5990430 84876 3136104 11355464
"796" "MG" "Veredinha" 5569 11202581.88 533977.42 1215395.89 14713.26 651318.35 2381283.91
"797" "MG" "Verissimo" 3575 12508986.39 642553.81 1745366.92 31942.69 899312.4 3353774.61
"798" "MG" "Vermelho Novo" 4707 9998767.86 427736.9 2216391.31 0 385739.6 2734559.53
"799" "MG" "Vespasiano" 108771 154977415.26 4730331.69 21431318.34 0 1816808.73 45755373.41
"800" "MG" "Vicosa" 73333 124079453.71 3178604 13337153.15 64384.41 3030747.02 36672670.19
